sub,fb_condition,efficacy,rt,cor
16a,negativefb,eff,387,0
16a,negativefb,eff,491,0
16a,negativefb,noneff,522,1
16a,negativefb,noneff,441,1
16a,negativefb,eff,781,1
16a,negativefb,eff,469,1
16a,negativefb,noneff,395,0
16a,negativefb,eff,383,0
16a,negativefb,noneff,601,1
16a,negativefb,noneff,667,1
16a,negativefb,eff,528,1
16a,negativefb,noneff,485,1
16a,negativefb,eff,465,1
16a,negativefb,noneff,456,1
16a,negativefb,eff,486,1
16a,negativefb,eff,709,0
16a,negativefb,noneff,447,1
16a,negativefb,eff,436,0
16a,negativefb,eff,402,1
16a,negativefb,noneff,423,0
16a,negativefb,noneff,359,1
16a,negativefb,eff,506,1
16a,negativefb,eff,621,1
16a,negativefb,eff,493,1
16a,negativefb,noneff,626,0
16a,negativefb,noneff,659,0
16a,negativefb,noneff,557,1
16a,negativefb,noneff,476,1
16a,negativefb,eff,411,0
16a,negativefb,eff,558,1
16a,negativefb,noneff,943,1
16a,negativefb,noneff,329,1
16a,negativefb,eff,607,0
16a,negativefb,noneff,411,0
16a,negativefb,noneff,378,1
16a,negativefb,noneff,602,1
16a,negativefb,eff,483,1
16a,negativefb,noneff,363,1
16a,negativefb,noneff,522,1
16a,negativefb,eff,453,1
16a,negativefb,eff,346,1
16a,negativefb,eff,391,1
16a,negativefb,noneff,595,0
16a,negativefb,eff,346,1
16a,negativefb,eff,418,0
16a,negativefb,eff,384,1
16a,negativefb,noneff,425,0
16a,negativefb,eff,1194,1
16a,negativefb,noneff,429,1
16a,negativefb,eff,269,1
16a,negativefb,eff,333,1
16a,negativefb,noneff,330,0
16a,negativefb,noneff,407,1
16a,negativefb,eff,394,1
16a,negativefb,noneff,496,1
16a,negativefb,eff,375,1
16a,negativefb,noneff,334,1
16a,negativefb,eff,590,0
16a,negativefb,eff,476,1
16a,negativefb,noneff,436,1
16a,negativefb,eff,409,1
16a,negativefb,eff,360,1
16a,negativefb,noneff,427,1
16a,negativefb,noneff,531,1
16a,negativefb,eff,422,1
16a,negativefb,eff,576,1
17a,positivefb,eff,669,1
17a,positivefb,noneff,1746,1
17a,positivefb,eff,1249,1
17a,positivefb,noneff,1286,1
17a,positivefb,noneff,644,1
17a,positivefb,noneff,1064,1
17a,positivefb,noneff,631,1
17a,positivefb,eff,560,1
17a,positivefb,eff,566,1
17a,positivefb,eff,705,1
17a,positivefb,eff,539,1
17a,positivefb,eff,717,1
17a,positivefb,eff,579,1
17a,positivefb,eff,629,1
17a,positivefb,noneff,733,1
17a,positivefb,noneff,522,1
17a,positivefb,noneff,682,1
17a,positivefb,noneff,546,1
17a,positivefb,eff,631,1
17a,positivefb,eff,1615,1
17a,positivefb,noneff,558,1
17a,positivefb,noneff,560,1
17a,positivefb,noneff,698,1
17a,positivefb,eff,628,1
17a,positivefb,noneff,918,0
17a,positivefb,eff,569,0
17a,positivefb,eff,2512,1
17a,positivefb,noneff,951,0
17a,positivefb,noneff,650,0
17a,positivefb,noneff,882,1
17a,positivefb,noneff,559,0
17a,positivefb,eff,684,1
17a,positivefb,noneff,601,1
17a,positivefb,eff,606,1
17a,positivefb,eff,1718,1
17a,positivefb,eff,593,1
17a,positivefb,noneff,614,1
17a,positivefb,noneff,598,1
17a,positivefb,noneff,1798,0
17a,positivefb,eff,1534,1
17a,positivefb,noneff,663,1
17a,positivefb,noneff,1034,1
17a,positivefb,eff,936,0
17a,positivefb,eff,540,1
17a,positivefb,eff,913,1
17a,positivefb,eff,1467,1
17a,positivefb,noneff,1151,1
17a,positivefb,noneff,620,0
17a,positivefb,eff,591,1
17a,positivefb,noneff,1313,1
17a,positivefb,eff,585,1
17a,positivefb,eff,667,1
17a,positivefb,eff,801,0
17a,positivefb,noneff,632,1
17a,positivefb,noneff,1311,1
17a,positivefb,eff,4531,0
17a,positivefb,eff,527,1
17a,positivefb,noneff,473,1
17a,positivefb,eff,490,1
17a,positivefb,eff,1178,1
17a,positivefb,noneff,836,1
17a,positivefb,noneff,568,1
17a,positivefb,eff,565,1
17a,positivefb,eff,547,1
17a,positivefb,noneff,618,0
17a,positivefb,noneff,481,1
17a,positivefb,eff,891,1
17a,positivefb,eff,480,0
17a,positivefb,noneff,471,1
17a,positivefb,noneff,529,1
17a,positivefb,eff,877,1
17a,positivefb,noneff,702,1
17a,positivefb,eff,846,0
17a,positivefb,eff,590,1
17a,positivefb,noneff,1715,1
17a,positivefb,noneff,1287,0
17a,positivefb,noneff,502,1
17a,positivefb,noneff,970,0
17a,positivefb,eff,670,0
17a,positivefb,eff,1653,0
17a,positivefb,noneff,601,1
17a,positivefb,noneff,514,1
17a,positivefb,noneff,1313,1
17a,positivefb,noneff,841,1
17a,positivefb,eff,552,1
17a,positivefb,noneff,834,1
17a,positivefb,noneff,686,1
17a,positivefb,eff,850,0
17a,positivefb,eff,949,0
17a,positivefb,eff,1151,1
17a,positivefb,eff,864,0
17a,positivefb,noneff,872,0
17a,positivefb,eff,852,0
17a,positivefb,noneff,565,1
17a,positivefb,eff,1651,1
17a,positivefb,eff,586,1
17a,positivefb,noneff,530,0
17a,positivefb,eff,780,1
17a,positivefb,noneff,817,1
17a,positivefb,noneff,530,1
17a,positivefb,noneff,636,1
17a,positivefb,noneff,619,1
17a,positivefb,eff,617,1
17a,positivefb,eff,1205,1
17a,positivefb,noneff,590,1
17a,positivefb,eff,721,0
17a,positivefb,eff,1029,1
17a,positivefb,noneff,789,0
17a,positivefb,eff,935,0
17a,positivefb,eff,801,0
17a,positivefb,eff,638,1
17a,positivefb,eff,613,1
17a,positivefb,noneff,1007,1
17a,positivefb,noneff,555,1
17a,positivefb,eff,718,1
17a,positivefb,eff,544,1
17a,positivefb,noneff,832,1
17a,positivefb,noneff,546,1
17a,positivefb,noneff,854,0
17a,positivefb,noneff,590,1
17a,positivefb,eff,1418,1
17a,positivefb,noneff,720,0
17a,positivefb,eff,1163,0
17a,positivefb,noneff,526,1
17a,positivefb,noneff,698,1
17a,positivefb,noneff,807,1
17a,positivefb,eff,947,1
17a,positivefb,noneff,867,1
17a,positivefb,noneff,761,1
17a,positivefb,eff,1029,1
17a,positivefb,eff,864,0
17a,positivefb,eff,1438,0
17a,positivefb,noneff,631,1
17a,positivefb,eff,1035,1
17a,positivefb,eff,614,1
17a,positivefb,noneff,773,0
17a,positivefb,eff,553,1
17a,positivefb,eff,720,0
17a,positivefb,noneff,1433,0
17a,positivefb,eff,597,1
17a,positivefb,noneff,813,1
17a,positivefb,noneff,963,0
17a,positivefb,eff,641,1
17a,positivefb,noneff,498,1
17a,positivefb,eff,547,1
17a,positivefb,noneff,764,0
17a,positivefb,noneff,594,1
17a,positivefb,eff,693,1
17a,positivefb,eff,997,0
17a,positivefb,noneff,533,1
17a,negativefb,eff,886,1
17a,negativefb,eff,2249,0
17a,negativefb,noneff,1269,1
17a,negativefb,eff,1296,1
17a,negativefb,noneff,1164,1
17a,negativefb,noneff,1011,1
17a,negativefb,noneff,746,1
17a,negativefb,noneff,561,1
17a,negativefb,eff,926,0
17a,negativefb,noneff,604,0
17a,negativefb,noneff,1484,1
17a,negativefb,noneff,863,1
17a,negativefb,eff,2135,1
17a,negativefb,eff,604,1
17a,negativefb,noneff,1095,1
17a,negativefb,eff,937,1
17a,negativefb,eff,537,0
17a,negativefb,noneff,1008,1
17a,negativefb,noneff,857,0
17a,negativefb,eff,1020,1
17a,negativefb,noneff,1467,1
17a,negativefb,noneff,618,1
17a,negativefb,eff,1203,1
17a,negativefb,eff,983,1
17a,negativefb,eff,754,1
17a,negativefb,noneff,985,0
17a,negativefb,noneff,828,1
17a,negativefb,noneff,786,1
17a,negativefb,noneff,620,1
17a,negativefb,eff,525,1
17a,negativefb,eff,569,1
17a,negativefb,eff,665,1
17a,negativefb,noneff,823,1
17a,negativefb,noneff,503,1
17a,negativefb,noneff,673,1
17a,negativefb,eff,1175,0
17a,negativefb,eff,1301,1
17a,negativefb,noneff,718,1
17a,negativefb,eff,522,0
17a,negativefb,eff,737,1
17a,negativefb,eff,751,1
17a,negativefb,noneff,750,1
17a,negativefb,noneff,789,1
17a,negativefb,noneff,812,1
17a,negativefb,eff,1300,1
17a,negativefb,eff,931,1
17a,negativefb,noneff,917,1
17a,negativefb,eff,746,1
17a,negativefb,eff,1515,1
17a,negativefb,eff,758,1
17a,negativefb,eff,664,1
17a,negativefb,eff,569,1
17a,negativefb,eff,626,0
17a,negativefb,noneff,989,1
17a,negativefb,eff,548,1
17a,negativefb,noneff,1830,1
17a,negativefb,noneff,903,1
17a,negativefb,eff,1099,1
17a,negativefb,noneff,791,1
17a,negativefb,eff,688,1
17a,negativefb,eff,1188,1
17a,negativefb,eff,762,1
17a,negativefb,noneff,982,1
17a,negativefb,eff,602,1
17a,negativefb,noneff,966,1
17a,negativefb,noneff,1268,1
17a,negativefb,eff,637,1
17a,negativefb,eff,707,1
17a,negativefb,noneff,801,1
17a,negativefb,eff,632,1
17a,negativefb,noneff,1080,1
17a,negativefb,eff,799,1
17a,negativefb,eff,822,0
17a,negativefb,noneff,837,1
17a,negativefb,eff,1008,1
17a,negativefb,noneff,1120,1
17a,negativefb,noneff,835,1
17a,negativefb,noneff,757,1
17a,negativefb,eff,684,1
17a,negativefb,eff,727,1
17a,negativefb,noneff,1171,1
17a,negativefb,eff,1257,1
17a,negativefb,noneff,919,1
17a,negativefb,noneff,822,1
17a,negativefb,noneff,577,1
17a,negativefb,noneff,671,1
17a,negativefb,eff,554,1
17a,negativefb,noneff,723,1
17a,negativefb,noneff,1138,1
17a,negativefb,noneff,1234,1
17a,negativefb,noneff,939,1
17a,negativefb,eff,602,1
17a,negativefb,eff,517,1
17a,negativefb,noneff,735,1
17a,negativefb,eff,797,1
17a,negativefb,eff,748,1
17a,negativefb,eff,587,1
17a,negativefb,eff,668,1
17a,negativefb,noneff,812,1
17a,negativefb,noneff,613,1
17a,negativefb,eff,735,0
17a,negativefb,noneff,618,1
17a,negativefb,eff,573,1
17a,negativefb,eff,681,1
17a,negativefb,eff,1831,0
17a,negativefb,noneff,2005,0
17a,negativefb,eff,723,1
17a,negativefb,noneff,1305,0
17a,negativefb,noneff,1221,1
17a,negativefb,noneff,752,1
17a,negativefb,eff,946,1
17a,negativefb,eff,841,1
17a,negativefb,eff,1004,1
17a,negativefb,eff,1166,1
17a,negativefb,eff,1086,1
17a,negativefb,noneff,1107,1
17a,negativefb,noneff,1003,0
17a,negativefb,eff,737,1
17a,negativefb,eff,637,0
17a,negativefb,eff,795,1
17a,negativefb,eff,1304,0
17a,negativefb,noneff,586,1
17a,negativefb,eff,732,1
17a,negativefb,noneff,733,1
17a,negativefb,noneff,589,1
17a,negativefb,noneff,746,0
17a,negativefb,noneff,511,1
17a,negativefb,eff,1299,1
17a,negativefb,noneff,555,1
17a,negativefb,noneff,659,1
17a,negativefb,noneff,715,1
17a,negativefb,eff,919,1
17a,negativefb,eff,584,1
17a,negativefb,eff,932,1
17a,negativefb,eff,587,1
17a,negativefb,noneff,722,1
17a,negativefb,eff,553,1
17a,negativefb,noneff,542,1
17a,negativefb,noneff,1349,0
17a,negativefb,noneff,699,1
17a,negativefb,noneff,1044,0
17a,negativefb,eff,519,1
17a,negativefb,eff,474,0
17a,negativefb,noneff,653,1
17a,negativefb,eff,1145,1
17a,negativefb,noneff,768,1
17a,negativefb,eff,1698,1
17a,negativefb,noneff,698,1
17a,negativefb,noneff,652,1
17a,negativefb,eff,888,1
19a,negativefb,eff,6512,1
19a,negativefb,noneff,17462,1
19a,negativefb,eff,2188,0
19a,negativefb,noneff,2884,1
19a,negativefb,noneff,1486,1
19a,negativefb,noneff,2273,1
19a,negativefb,noneff,1148,1
19a,negativefb,eff,2553,1
19a,negativefb,noneff,978,1
19a,negativefb,eff,1469,0
19a,negativefb,noneff,1977,1
19a,negativefb,noneff,882,1
19a,negativefb,noneff,1084,1
19a,negativefb,noneff,864,0
19a,negativefb,noneff,789,1
19a,negativefb,noneff,1360,1
19a,negativefb,eff,1258,0
19a,negativefb,noneff,3205,1
19a,negativefb,eff,1920,1
19a,negativefb,eff,5173,1
19a,negativefb,noneff,952,1
19a,negativefb,eff,863,1
19a,negativefb,eff,1059,0
19a,negativefb,eff,727,1
19a,negativefb,noneff,766,1
19a,negativefb,eff,1467,1
19a,negativefb,eff,764,1
19a,negativefb,eff,895,1
19a,negativefb,eff,809,1
19a,negativefb,eff,2854,1
19a,negativefb,noneff,968,1
19a,negativefb,eff,858,0
19a,negativefb,eff,878,1
19a,negativefb,noneff,1009,0
19a,negativefb,noneff,836,1
19a,negativefb,eff,1029,1
19a,negativefb,eff,2324,1
19a,negativefb,noneff,971,1
19a,negativefb,noneff,861,1
19a,negativefb,eff,2122,1
19a,negativefb,eff,1376,1
19a,negativefb,noneff,1805,0
19a,negativefb,eff,675,1
19a,negativefb,noneff,718,1
19a,negativefb,noneff,789,1
19a,negativefb,eff,833,1
19a,negativefb,noneff,696,1
19a,negativefb,noneff,807,1
19a,negativefb,eff,1067,0
19a,negativefb,noneff,929,1
19a,negativefb,eff,1675,1
19a,negativefb,noneff,878,1
19a,negativefb,eff,796,1
19a,negativefb,eff,880,1
19a,negativefb,eff,876,0
19a,negativefb,eff,675,1
19a,negativefb,eff,775,1
19a,negativefb,noneff,647,0
19a,negativefb,eff,535,1
19a,negativefb,eff,594,1
19a,negativefb,eff,722,1
19a,negativefb,noneff,837,0
19a,negativefb,noneff,1169,1
19a,negativefb,eff,546,0
19a,negativefb,eff,1326,1
19a,negativefb,noneff,904,1
19a,negativefb,eff,1759,0
19a,negativefb,noneff,1534,0
19a,negativefb,noneff,1650,1
19a,negativefb,eff,1981,0
19a,negativefb,eff,2255,0
19a,negativefb,noneff,1102,1
19a,negativefb,eff,877,1
19a,negativefb,eff,1729,0
19a,negativefb,eff,820,1
19a,negativefb,noneff,1112,0
19a,negativefb,noneff,791,1
19a,negativefb,noneff,771,0
19a,negativefb,noneff,779,1
19a,negativefb,noneff,1421,0
19a,negativefb,noneff,683,1
19a,negativefb,noneff,1509,1
19a,negativefb,eff,1372,1
19a,negativefb,eff,1603,1
19a,negativefb,noneff,1466,1
19a,negativefb,eff,1784,0
19a,negativefb,noneff,1103,1
19a,negativefb,noneff,1482,0
19a,negativefb,noneff,1101,1
19a,negativefb,eff,1090,1
19a,negativefb,noneff,2154,1
19a,negativefb,eff,1324,1
19a,negativefb,eff,1279,1
19a,negativefb,noneff,975,1
19a,negativefb,noneff,4069,1
19a,negativefb,eff,1403,1
19a,negativefb,noneff,1202,1
19a,negativefb,eff,2186,1
19a,negativefb,noneff,1137,0
19a,negativefb,noneff,3021,1
19a,negativefb,noneff,1567,0
19a,negativefb,eff,3575,1
19a,negativefb,noneff,1217,1
19a,negativefb,noneff,1058,1
19a,negativefb,noneff,1696,1
19a,negativefb,noneff,1958,1
19a,negativefb,eff,768,1
19a,negativefb,eff,854,1
19a,negativefb,eff,3955,1
19a,negativefb,eff,2163,0
19a,negativefb,eff,920,1
19a,negativefb,noneff,1155,1
19a,negativefb,eff,1324,1
19a,negativefb,eff,1788,1
19a,negativefb,eff,1126,1
19a,negativefb,noneff,1307,1
19a,negativefb,eff,1933,1
19a,negativefb,noneff,3627,1
19a,negativefb,eff,1939,1
19a,negativefb,noneff,1671,1
19a,negativefb,noneff,2923,1
19a,negativefb,eff,1712,1
19a,negativefb,noneff,1575,0
19a,negativefb,noneff,1441,0
19a,negativefb,eff,1273,1
19a,negativefb,eff,1173,1
19a,negativefb,eff,4437,1
19a,negativefb,noneff,1177,1
19a,negativefb,eff,2406,1
19a,negativefb,eff,2118,0
19a,negativefb,eff,1169,1
19a,negativefb,noneff,1536,0
19a,negativefb,noneff,1176,1
19a,negativefb,noneff,1316,1
19a,negativefb,noneff,3308,1
19a,negativefb,eff,1086,1
19a,negativefb,noneff,1819,1
19a,negativefb,noneff,1486,1
19a,negativefb,noneff,1276,1
19a,negativefb,eff,1146,1
19a,negativefb,eff,1147,1
19a,negativefb,noneff,1194,1
19a,negativefb,eff,1038,1
19a,negativefb,noneff,1189,1
19a,negativefb,eff,2011,1
19a,negativefb,eff,1368,1
19a,negativefb,noneff,1422,1
19a,negativefb,eff,1880,1
19a,negativefb,noneff,3015,0
19a,negativefb,noneff,1096,1
19a,positivefb,eff,931,1
19a,positivefb,eff,1867,1
19a,positivefb,eff,2073,1
19a,positivefb,noneff,2608,1
19a,positivefb,noneff,1744,1
19a,positivefb,noneff,1991,1
19a,positivefb,noneff,798,0
19a,positivefb,noneff,966,1
19a,positivefb,noneff,1967,0
19a,positivefb,noneff,1428,0
19a,positivefb,noneff,2404,0
19a,positivefb,eff,955,1
19a,positivefb,eff,948,1
19a,positivefb,eff,1732,1
19a,positivefb,eff,813,1
19a,positivefb,noneff,1449,1
19a,positivefb,noneff,2293,0
19a,positivefb,eff,1292,1
19a,positivefb,eff,1603,0
19a,positivefb,eff,747,1
19a,positivefb,noneff,1016,1
19a,positivefb,eff,754,1
19a,positivefb,noneff,967,1
19a,positivefb,eff,956,1
19a,positivefb,noneff,878,1
19a,positivefb,noneff,719,1
19a,positivefb,noneff,1441,1
19a,positivefb,noneff,1191,0
19a,positivefb,noneff,777,1
19a,positivefb,noneff,946,1
19a,positivefb,eff,1371,1
19a,positivefb,eff,1076,1
19a,positivefb,noneff,703,1
19a,positivefb,eff,748,1
19a,positivefb,eff,800,0
19a,positivefb,noneff,797,1
19a,positivefb,noneff,1403,0
19a,positivefb,noneff,1107,1
19a,positivefb,eff,1154,1
19a,positivefb,noneff,2214,1
19a,positivefb,eff,665,1
19a,positivefb,eff,858,1
19a,positivefb,eff,1671,0
19a,positivefb,eff,864,1
19a,positivefb,eff,1147,1
19a,positivefb,eff,1354,1
19a,positivefb,noneff,1407,1
19a,positivefb,eff,2399,1
19a,positivefb,eff,811,1
19a,positivefb,noneff,1016,1
19a,positivefb,eff,3767,0
19a,positivefb,noneff,2457,1
19a,positivefb,noneff,944,1
19a,positivefb,noneff,1268,1
19a,positivefb,noneff,912,1
19a,positivefb,eff,2977,1
19a,positivefb,noneff,788,1
19a,positivefb,eff,838,1
19a,positivefb,noneff,673,1
19a,positivefb,eff,637,1
19a,positivefb,noneff,606,1
19a,positivefb,eff,615,1
19a,positivefb,noneff,656,1
19a,positivefb,noneff,971,1
19a,positivefb,noneff,660,1
19a,positivefb,eff,1058,1
19a,positivefb,eff,705,1
19a,positivefb,noneff,696,1
19a,positivefb,eff,1148,1
19a,positivefb,eff,1127,0
19a,positivefb,noneff,1156,0
19a,positivefb,eff,673,0
19a,positivefb,eff,680,1
19a,positivefb,noneff,706,1
19a,positivefb,eff,1879,1
19a,positivefb,eff,1057,1
19a,positivefb,eff,2370,0
19a,positivefb,noneff,765,1
19a,positivefb,noneff,953,1
19a,positivefb,eff,1153,0
19a,positivefb,noneff,1125,1
19a,positivefb,eff,4444,0
19a,positivefb,noneff,935,1
19a,positivefb,noneff,1765,1
19a,positivefb,eff,2104,1
19a,positivefb,noneff,1299,1
19a,positivefb,eff,1498,1
19a,positivefb,eff,598,1
19a,positivefb,noneff,1736,1
19a,positivefb,eff,1396,0
19a,positivefb,eff,615,1
19a,positivefb,noneff,676,1
19a,positivefb,eff,682,1
19a,positivefb,eff,2682,0
19a,positivefb,noneff,1986,0
19a,positivefb,eff,883,1
19a,positivefb,noneff,1801,1
19a,positivefb,eff,1261,1
19a,positivefb,noneff,1295,1
19a,positivefb,eff,1278,0
19a,positivefb,eff,2798,1
19a,positivefb,eff,1154,1
19a,positivefb,eff,2123,0
19a,positivefb,noneff,1170,1
19a,positivefb,noneff,2143,1
19a,positivefb,eff,951,1
19a,positivefb,noneff,1148,1
19a,positivefb,noneff,1990,1
19a,positivefb,noneff,1154,1
19a,positivefb,noneff,1192,1
19a,positivefb,eff,2474,1
19a,positivefb,eff,1289,1
19a,positivefb,eff,973,1
19a,positivefb,noneff,1305,0
19a,positivefb,eff,1015,0
19a,positivefb,eff,1407,0
19a,positivefb,eff,909,1
19a,positivefb,eff,1760,1
19a,positivefb,eff,964,1
19a,positivefb,noneff,1182,1
19a,positivefb,eff,2820,1
19a,positivefb,noneff,1077,1
19a,positivefb,noneff,840,1
19a,positivefb,noneff,1485,0
19a,positivefb,noneff,1239,1
19a,positivefb,eff,1062,1
19a,positivefb,noneff,746,1
19a,positivefb,noneff,2859,0
19a,positivefb,eff,3650,1
19a,positivefb,noneff,1130,1
19a,positivefb,eff,1044,1
19a,positivefb,noneff,684,1
19a,positivefb,eff,1742,0
19a,positivefb,noneff,1265,1
19a,positivefb,eff,1624,0
19a,positivefb,noneff,1215,1
19a,positivefb,noneff,933,1
19a,positivefb,eff,1309,1
19a,positivefb,eff,886,1
19a,positivefb,eff,1686,0
19a,positivefb,eff,1162,1
19a,positivefb,eff,1048,1
19a,positivefb,noneff,1215,1
19a,positivefb,noneff,1157,0
19a,positivefb,noneff,1126,1
19a,positivefb,noneff,765,0
19a,positivefb,eff,1137,1
19a,positivefb,eff,1018,0
19a,positivefb,noneff,752,1
19a,positivefb,eff,773,1
1_1,positivefb,eff,2039,1
1_1,positivefb,noneff,1939,1
1_1,positivefb,noneff,1622,1
1_1,positivefb,eff,1071,1
1_1,positivefb,eff,1037,1
1_1,positivefb,eff,1305,1
1_1,positivefb,eff,1036,1
1_1,positivefb,noneff,1054,0
1_1,positivefb,eff,1639,1
1_1,positivefb,noneff,1571,1
1_1,positivefb,noneff,1387,1
1_1,positivefb,eff,1404,1
1_1,positivefb,noneff,887,1
1_1,positivefb,noneff,4043,0
1_1,positivefb,noneff,1171,1
1_1,positivefb,noneff,1572,1
1_1,positivefb,noneff,870,1
1_1,positivefb,noneff,1004,1
1_1,positivefb,eff,1905,1
1_1,positivefb,eff,1104,0
1_1,positivefb,noneff,920,1
1_1,positivefb,eff,1121,0
1_1,positivefb,eff,1037,1
1_1,positivefb,eff,1104,1
1_1,positivefb,eff,720,1
1_1,positivefb,noneff,937,1
1_1,positivefb,eff,753,1
1_1,positivefb,eff,1120,0
1_1,positivefb,noneff,1555,0
1_1,positivefb,eff,1421,0
1_1,positivefb,noneff,954,0
1_1,positivefb,noneff,603,1
1_1,positivefb,eff,1004,0
1_1,positivefb,eff,1237,1
1_1,positivefb,noneff,2106,1
1_1,positivefb,eff,820,0
1_1,positivefb,noneff,1972,0
1_1,positivefb,noneff,819,1
1_1,positivefb,noneff,971,1
1_1,positivefb,noneff,1187,1
1_1,positivefb,noneff,720,1
1_1,positivefb,noneff,620,1
1_1,positivefb,eff,1237,0
1_1,positivefb,eff,1070,1
1_1,positivefb,noneff,970,1
1_1,positivefb,eff,736,1
1_1,positivefb,eff,970,1
1_1,positivefb,eff,1204,1
1_1,positivefb,noneff,1020,1
1_1,positivefb,eff,1004,1
1_1,positivefb,noneff,1462,1
1_1,positivefb,noneff,937,0
1_1,positivefb,eff,987,1
1_1,positivefb,eff,753,1
1_1,positivefb,eff,703,1
1_1,positivefb,eff,703,1
1_1,positivefb,noneff,1320,0
1_1,positivefb,noneff,770,1
1_1,positivefb,noneff,870,1
1_1,positivefb,noneff,904,1
1_1,positivefb,noneff,1104,1
1_1,positivefb,eff,1672,1
1_1,positivefb,noneff,786,1
1_1,positivefb,eff,1321,1
1_1,positivefb,eff,1772,1
1_1,positivefb,noneff,703,1
1_1,positivefb,noneff,854,1
1_1,positivefb,eff,920,1
1_1,positivefb,eff,820,1
1_1,positivefb,noneff,803,0
1_1,positivefb,noneff,720,1
1_1,positivefb,eff,1153,1
1_1,positivefb,noneff,1087,1
1_1,positivefb,noneff,753,0
1_1,positivefb,eff,1036,1
1_1,positivefb,eff,1137,0
1_1,positivefb,noneff,536,1
1_1,positivefb,eff,1020,0
1_1,positivefb,eff,1622,0
1_1,positivefb,noneff,1237,1
1_1,positivefb,noneff,870,0
1_1,positivefb,noneff,837,1
1_1,positivefb,noneff,820,1
1_1,positivefb,noneff,770,1
1_1,positivefb,eff,720,1
1_1,positivefb,eff,887,0
1_1,positivefb,eff,653,1
1_1,positivefb,eff,1004,1
1_1,positivefb,noneff,670,1
1_1,positivefb,eff,670,1
1_1,positivefb,eff,686,0
1_1,positivefb,noneff,953,0
1_1,positivefb,eff,652,1
1_1,positivefb,eff,770,1
1_1,positivefb,noneff,686,1
1_1,positivefb,noneff,820,0
1_1,positivefb,eff,1004,1
1_1,positivefb,noneff,687,1
1_1,positivefb,noneff,719,1
1_1,positivefb,eff,803,1
1_1,positivefb,eff,861,1
1_1,positivefb,noneff,787,1
1_1,positivefb,eff,653,1
1_1,positivefb,noneff,670,1
1_1,positivefb,noneff,803,1
1_1,positivefb,noneff,653,1
1_1,positivefb,noneff,770,1
1_1,positivefb,noneff,820,1
1_1,positivefb,eff,820,1
1_1,positivefb,eff,1270,0
1_1,positivefb,noneff,853,1
1_1,positivefb,eff,670,1
1_1,positivefb,noneff,1237,1
1_1,positivefb,noneff,736,1
1_1,positivefb,eff,720,0
1_1,positivefb,noneff,1087,1
1_1,positivefb,eff,770,1
1_1,positivefb,eff,803,1
1_1,positivefb,noneff,953,0
1_1,positivefb,eff,636,1
1_1,positivefb,noneff,1487,1
1_1,positivefb,noneff,687,1
1_1,positivefb,noneff,770,1
1_1,positivefb,noneff,920,0
1_1,positivefb,eff,920,0
1_1,positivefb,noneff,820,0
1_1,positivefb,noneff,954,1
1_1,positivefb,eff,720,1
1_1,positivefb,noneff,1337,1
1_1,positivefb,eff,820,0
1_1,positivefb,eff,1054,1
1_1,positivefb,eff,737,1
1_1,positivefb,eff,736,1
1_1,positivefb,eff,1137,1
1_1,positivefb,noneff,1037,1
1_1,positivefb,noneff,586,1
1_1,positivefb,noneff,636,1
1_1,positivefb,noneff,853,1
1_1,positivefb,eff,753,1
1_1,positivefb,noneff,920,1
1_1,positivefb,eff,853,1
1_1,positivefb,noneff,1321,0
1_1,positivefb,eff,753,1
1_1,positivefb,eff,669,1
1_1,positivefb,eff,670,0
1_1,positivefb,eff,619,1
1_1,positivefb,eff,1271,1
1_1,positivefb,eff,603,0
1_1,positivefb,eff,837,1
1_1,positivefb,noneff,720,1
1_1,negativefb,eff,1638,0
1_1,negativefb,eff,1037,1
1_1,negativefb,eff,1421,1
1_1,negativefb,noneff,1388,0
1_1,negativefb,eff,1271,1
1_1,negativefb,noneff,2674,1
1_1,negativefb,noneff,987,1
1_1,negativefb,noneff,2273,0
1_1,negativefb,noneff,803,1
1_1,negativefb,eff,1672,1
1_1,negativefb,eff,1037,1
1_1,negativefb,eff,853,1
1_1,negativefb,eff,987,1
1_1,negativefb,eff,1004,1
1_1,negativefb,eff,720,1
1_1,negativefb,noneff,703,0
1_1,negativefb,noneff,1638,1
1_1,negativefb,eff,1121,1
1_1,negativefb,eff,1889,1
1_1,negativefb,noneff,1271,1
1_1,negativefb,eff,903,0
1_1,negativefb,noneff,1037,1
1_1,negativefb,eff,1071,1
1_1,negativefb,noneff,737,1
1_1,negativefb,noneff,820,1
1_1,negativefb,noneff,1438,0
1_1,negativefb,noneff,1071,1
1_1,negativefb,eff,1087,0
1_1,negativefb,noneff,1087,1
1_1,negativefb,eff,737,1
1_1,negativefb,noneff,1672,1
1_1,negativefb,eff,854,1
1_1,negativefb,noneff,703,1
1_1,negativefb,noneff,920,0
1_1,negativefb,eff,820,1
1_1,negativefb,noneff,1187,1
1_1,negativefb,eff,871,1
1_1,negativefb,noneff,1121,1
1_1,negativefb,eff,1004,1
1_1,negativefb,eff,1021,0
1_1,negativefb,eff,1639,1
1_1,negativefb,eff,954,0
1_1,negativefb,noneff,920,0
1_1,negativefb,eff,1121,1
1_1,negativefb,eff,753,1
1_1,negativefb,noneff,970,1
1_1,negativefb,noneff,920,1
1_1,negativefb,eff,1238,0
1_1,negativefb,noneff,1305,1
1_1,negativefb,noneff,1254,1
